transaction_id,customer_id,transaction_amount,merchant_category,merchant_country,device_type,transaction_type,transaction_time,hour,distance_from_home,transactions_last_24h,merchant_risk_score,is_international,is_card_present,device_trust_score,account_balance,fraud_label
2e209daf-7c09-4718-af63-312e0d40c8cc,3f0db813-aac2-46c3-8d01-876fbe3924cb,2138.13,utilities,GB,atm,deposit,2026-02-19T14:07:48,14,648.57,17,0.36,1,1,0.57,49751.71,0
39d3a32b-0344-469f-b142-0aba261b769f,bc3e5a3a-cfee-4875-adcc-26422602e9ab,4418.9,restaurant,US,atm,deposit,2025-08-04T05:53:18,5,3127.3,19,0.03,0,0,0.98,178.89,0
ea677327-3a8a-4f5d-aba6-f98a15ba4f37,59d3def4-70f0-412d-a30b-a87c70765dda,1672.29,utilities,CA,pos,purchase,2026-03-06T00:59:55,0,339.18,1,0.26,0,1,0.68,34531.85,0
b49b8506-23ec-4c9b-a113-9ef72be9fc35,1c4967cc-e399-4cf4-b296-606e483ea74e,3430.75,retail,US,atm,deposit,2025-06-08T18:22:58,18,878.15,26,0.04,1,1,0.75,30838.07,1
bdbedfc0-8926-4283-adef-a2f7b85ef189,37a76267-a18a-49e8-a67b-efa298a1a62c,3230.03,grocery,US,pos,withdrawal,2026-03-25T06:19:19,6,1675.55,10,0.54,1,1,0.66,44613.71,0
57e9f046-fc24-45cb-b564-273838ae5ca2,dfefcc66-b510-438c-aeea-0266d47394f2,1045.27,utilities,GB,web,deposit,2025-06-17T14:44:35,14,1695.76,23,0.84,1,1,0.16,7550.31,1
b45025c6-0ce1-4e2b-9314-05930703c7f5,9f475a3c-83b5-4b91-afa9-71a75c1d75d7,2977.98,entertainment,NG,pos,transfer,2025-08-23T04:39:31,4,4385.24,21,0.1,1,1,0.74,13647.72,1
18505973-7c9d-4fdd-981b-9c32aa89cdc1,6ea485ea-0707-4320-a11a-daba741d757c,879.19,utilities,IN,web,transfer,2025-04-28T08:30:43,8,124.67,3,0.45,1,1,0.8,45676.36,0
b70c0836-5a9f-4739-8acd-1e9a80506d5f,75ba573a-2cb2-43c4-b435-a489df7b071e,4618.57,restaurant,FR,mobile,deposit,2025-06-28T09:54:09,9,4690.12,21,0.82,1,0,0.23,43602.77,1
7a3b0c69-d6b5-4db5-be30-d567a1fae868,8f677ce9-47f4-42b4-b193-0c758b8eebd8,3569.82,entertainment,NG,mobile,purchase,2025-11-11T10:01:07,10,4359.38,1,0.85,0,1,0.38,2297.1,0
cb024499-2f4f-4d58-bb4f-961ae44b059b,a9e275aa-435c-41e6-b66a-5b02adad2531,117.29,electronics,GB,pos,transfer,2026-03-13T17:21:46,17,1595.75,14,0.28,1,1,0.39,9708.03,0
a88f9fc9-6730-4c54-ba93-f8a1bc2fb5a7,8d956b79-c12e-4448-a551-8ee4cd9382ed,1371.82,travel,GB,pos,transfer,2025-07-06T23:25:47,23,2746.83,40,0.55,0,1,0.6,5208.53,0
a7f6a0ab-bf97-4d7a-8521-4805376bb397,4003b84f-d29e-411b-bb6a-67f1ddd2f35d,360.86,healthcare,FR,mobile,purchase,2025-06-29T10:44:17,10,3377.48,35,0.48,1,0,0.5,6590.69,1
1307e8d0-3e47-410b-9a59-87d9852f6791,73b40a4b-aaab-432b-ac0e-197d7624aefd,1962.62,entertainment,BR,web,purchase,2025-12-06T04:14:49,4,3792.01,40,0.21,1,0,0.42,16683.37,1
ac113ea2-1e7c-4bd5-9e67-8904d41f6d82,7603373c-8b12-42ec-8818-696130c50fef,490.83,retail,IN,atm,transfer,2025-12-31T10:25:40,10,4478.5,30,0.15,1,1,0.52,47377.67,0
7491180d-a214-4702-ac75-b0dccfc1361b,f8cabe6a-5266-47cf-a8ed-4ea08f72abc0,3944.95,gas,CA,pos,transfer,2025-05-03T19:17:29,19,2393.26,30,0.12,1,0,0.54,3361.72,1
09fdb2e0-c8ba-4216-96fe-828351be07df,b3a584b4-d14c-4584-935f-874c21232676,2031.4,restaurant,BR,web,transfer,2025-05-10T20:19:53,20,2304.87,21,0.31,0,1,0.6,3639.11,0
49502a18-7537-4c7d-af5a-b1e845e369d3,b0a6ffcb-2d67-4ff5-bb3d-f06e90bc2307,1922.16,utilities,CA,web,transfer,2025-10-16T05:59:31,5,2176.77,14,0.79,1,1,0.83,29589.41,1
093bce6a-733f-4559-9c29-a4409b8969b8,6c920a41-69ba-483e-b440-a55d383e2b44,3698.14,gas,CA,atm,purchase,2026-02-18T02:57:17,2,4110.12,8,0.56,1,0,0.63,23199.13,1
8f56b593-6ea9-4497-a9be-6627a34207b4,b8efa86f-770a-49ab-a84f-1705d5ef03d5,3429.12,travel,NG,web,deposit,2025-06-20T09:10:18,9,4085.17,21,0.1,1,0,0.54,33042.22,1
0767a13c-11f5-4cc5-ad95-4f3e8b7515fd,2d9c104d-f3e9-4b75-a8a1-6b2e5fa8a927,1952.96,healthcare,US,pos,purchase,2025-05-18T06:21:46,6,3971.73,13,0.31,1,1,0.29,43883.53,1
5f1c053a-6921-466e-9186-22bf0853a0fd,cbcf9f5b-f720-43d9-bd2c-e9446bb07463,3059.4,utilities,NG,pos,purchase,2025-10-31T23:16:27,23,4839.5,9,0.9,1,0,0.87,3214.29,1
00b134ef-efc3-415e-a326-ec3a2b5a63d5,6a867b0e-86a9-43e3-8cd4-216b61473775,4329.07,healthcare,BR,web,transfer,2025-09-02T13:37:46,13,1913.95,28,0.32,0,1,0.73,19773.99,0
cec4bcf9-32c0-4e65-b8a6-116445089c16,dd0cb5de-4b06-4c8f-825c-60d58bc055bb,699.65,grocery,GB,mobile,purchase,2026-01-04T15:19:55,15,3350.33,24,1.0,1,0,0.86,7797.94,1
fab20c64-0d30-4d8a-bf27-eae1af1e3ea0,7cebf0a0-d6c6-4faf-9db7-8deb01332201,3608.09,healthcare,FR,web,deposit,2025-11-11T15:16:07,15,4029.71,28,0.15,1,1,0.98,6875.21,1
0c728327-4f23-4e1e-b3d5-65f2de3946d2,60107822-7ea2-45cc-b45d-50b6ba8f7b0b,2762.49,utilities,IN,pos,deposit,2025-05-13T17:19:57,17,2889.69,25,0.61,1,0,0.42,9370.97,1
4fcf05ab-076f-4005-8d52-5de1387c85ee,4602e426-aabc-4089-8c84-ae9bd6f9cfec,172.14,travel,CA,pos,deposit,2026-01-04T10:48:12,10,4808.69,37,0.58,0,0,0.53,18492.07,0
a9ef3e22-0784-472e-87d2-442a1438ccfa,534ff892-1dc5-4cb4-a7b3-70422c81b7bf,2619.17,grocery,BR,pos,purchase,2025-10-30T20:22:21,20,390.41,16,0.96,0,1,0.53,37110.14,1
6d98565a-2986-4c93-873f-8bd2cdb0467a,b2cb7857-f8f2-4690-a949-c7c84fb31dd5,2272.9,travel,NG,mobile,withdrawal,2025-09-21T20:56:33,20,3991.12,37,0.96,1,1,0.76,21108.7,1
7f2780c7-5375-48bc-b944-64ed1a7dfa72,1d293951-196d-4610-94db-a5a5c2891d1e,311.78,gas,GB,atm,purchase,2025-07-12T00:55:00,0,4044.48,38,0.99,1,0,0.25,2675.83,1
83b2ff73-8abd-4f90-b343-a7f20beb51bb,bf571a36-8d54-481b-9c29-4be70d18cd23,2530.45,travel,IN,web,deposit,2025-04-06T18:54:58,18,71.02,17,0.86,1,0,0.22,14120.5,1
44b0ecea-36bb-4824-a137-0f969a5681fa,c3ed8c76-ad05-408a-8096-b948e5b229d5,4040.16,travel,FR,web,deposit,2025-05-09T05:51:52,5,1714.24,16,0.86,1,0,0.54,39988.66,1
5ab968cc-4129-489f-89d1-0f95054b194f,035af21e-e922-4a55-97b4-7423f02968fc,3852.99,gas,GB,mobile,purchase,2025-09-18T05:35:01,5,4209.17,29,0.58,0,0,0.75,8447.43,1
21e7b7b0-31ef-477d-b447-2e839a193ab5,43e08c0e-dc9a-45ad-8816-f76435ac7b91,2322.75,entertainment,FR,pos,transfer,2025-04-06T11:43:25,11,1168.31,20,0.92,1,1,0.53,47417.76,1
bfe346db-1104-413b-8c41-42db14a6ed11,4b8b7d32-f337-41ae-be2d-faeeb828cede,64.26,healthcare,NG,pos,withdrawal,2026-02-14T02:15:38,2,205.09,25,0.69,1,1,0.71,48091.96,0
9fdf8c23-16c1-4d14-9cb0-e56102d91409,9e829ee6-4091-4040-a5d8-2d701e21f028,1339.1,utilities,IN,pos,transfer,2025-04-26T07:35:06,7,3745.45,17,0.78,0,0,0.69,19618.57,0
44e35a11-3263-49ad-9ca9-f6897cfa57de,5abe3b68-e012-45c8-80a0-0e38d1d95e2b,2740.32,gas,US,pos,transfer,2025-11-02T15:24:26,15,2229.71,5,0.11,0,0,0.11,4975.17,0
29a56e75-197e-4caa-b163-3ed570f7be81,70dfe213-7de5-4b41-9640-76175321ab50,123.38,electronics,FR,mobile,transfer,2025-04-29T00:45:06,0,4752.44,4,0.84,0,0,0.94,32864.62,0
4c23cfe6-c5d4-403b-a8d7-9e8e966f2a31,fdd0f0b9-cc7d-4342-8bff-1747b7690c68,3283.69,gas,NG,atm,withdrawal,2025-12-10T23:37:29,23,4680.91,8,0.47,0,1,0.73,12741.45,0
92940cd0-61ea-4bf4-86f0-c4b937891cb6,29e9f7e8-4b76-40a8-b062-c452b3d446e3,814.02,travel,BR,atm,purchase,2026-01-28T02:20:49,2,300.29,18,0.34,0,1,0.8,19201.67,0
27be96e7-c7eb-4231-afc5-d237b15d1979,744a3fac-a16c-41e0-ad9a-75907d84a728,4897.21,restaurant,NG,mobile,deposit,2025-05-22T14:52:06,14,2703.16,40,0.12,0,1,0.45,32309.61,0
c901412e-26d5-41ae-bde9-46a72c65fa2b,8e35fb83-f130-4c58-96fb-20a68cd111f9,520.92,grocery,NG,mobile,deposit,2025-05-24T04:05:51,4,4482.56,5,0.45,0,0,0.61,12604.76,0
79eb33b5-0fd1-4e68-9947-b7f434ad8d31,66baac57-4952-44c0-b09e-b30ce55bebfb,762.28,healthcare,US,mobile,transfer,2026-03-31T07:01:20,7,2453.4,26,0.94,1,1,0.62,25817.61,1
4819b56e-e253-44d2-9bf8-c0ff008c917d,5fb1698f-60ea-4b52-a94d-d9da3bc72c1d,1925.2,grocery,IN,mobile,withdrawal,2025-04-06T10:36:14,10,3409.18,8,0.37,1,1,0.61,46758.61,0
679048a1-92e3-4005-81f9-28953e51b65d,c8bf1633-150b-4885-b3a7-86a408764e35,406.88,gas,IN,atm,purchase,2025-04-30T15:15:59,15,1920.82,19,0.05,1,0,0.68,8913.25,1
90e8fd3b-63d7-46cd-8c18-ffd877e90223,7be7d435-2d5f-486d-b36f-945f19b610a4,2435.09,healthcare,BR,mobile,withdrawal,2025-11-10T04:09:39,4,2964.73,13,0.72,1,1,0.23,9735.33,1
792b2778-8d5e-4f88-8a43-424684c292de,50dfe5c4-3b5e-4665-a2b4-d7761d0e3888,2672.03,restaurant,DE,atm,transfer,2025-12-23T01:30:38,1,214.07,2,0.79,1,0,0.13,2897.12,1
6af46438-0a4f-4019-bf2c-78adddb57236,5ca04dca-85a7-416a-952a-03957db46203,4624.45,travel,US,mobile,transfer,2025-12-05T12:54:49,12,3091.86,10,0.91,0,0,0.54,1051.24,0
586d7996-ae6a-40ab-ba00-e755c0e52706,2bdf1f65-aaa2-48a2-ace1-969f4e816fb7,4523.79,entertainment,DE,web,purchase,2025-10-31T01:50:04,1,4087.35,30,0.07,0,0,0.65,41784.07,1
8c3a4023-5796-4a5c-9998-bd9c52e5f409,ac0d6b3f-66cf-4a57-8f16-14d1d5e8f1d0,2133.93,grocery,CA,web,withdrawal,2025-10-23T12:03:30,12,1607.95,21,0.55,1,0,0.21,34236.01,1
0754a7b9-5c27-4c90-8434-c1865e00820d,dd436438-838b-4b75-9fb9-0b309313d1fb,608.12,travel,GB,mobile,deposit,2025-06-26T18:26:31,18,1218.22,27,0.17,0,0,0.25,18559.37,0
7fde6083-9309-4d2f-9e70-8616356aee26,faa5afa8-3b78-4a6d-a523-9aa7ea6732d1,83.07,healthcare,DE,atm,transfer,2025-07-08T04:14:36,4,3258.78,6,0.1,1,1,0.11,9052.7,1
cc8aa41b-ed21-4303-aca3-ff6807c792ad,2339153d-a238-465a-910e-533b883080c9,719.72,entertainment,IN,mobile,withdrawal,2026-03-25T10:03:42,10,3458.37,34,0.18,1,0,0.51,12038.76,0
69b86169-0ab3-4ad4-9540-35e12253c279,b8155fff-f3a9-4989-b825-a1ad124dfa4c,2096.84,entertainment,US,web,withdrawal,2025-09-03T20:47:04,20,1809.51,13,0.1,0,0,0.21,26556.93,0
aefb5eaa-955c-4aa3-8938-e9cd592f4756,0b9dd055-d734-47f9-9ee0-208092c15a3d,972.63,gas,NG,web,deposit,2025-06-09T21:01:30,21,270.14,31,0.92,0,1,0.55,8072.0,0
3db99805-2ea6-4121-89e4-4f30d1c24fcd,857374db-c34d-4734-95a3-692908f14b79,1674.8,entertainment,DE,mobile,purchase,2025-12-09T08:29:58,8,790.23,3,0.54,1,0,0.19,2717.58,0
3239c361-1acc-4454-bd4c-8205ae624c65,b6d25857-b1e8-4c4f-95b1-e76cb6e9b66c,3608.41,restaurant,FR,mobile,transfer,2025-08-31T19:13:17,19,3894.88,27,0.33,1,1,0.28,33874.94,1
0d667b85-e832-447c-937d-82699a6ab74c,fa487c87-69f6-403c-a0a1-76a354da9c4e,4350.08,entertainment,IN,web,deposit,2025-10-28T04:37:08,4,2179.33,15,0.06,1,0,0.17,29296.1,1
f15415ef-2325-4b8b-b774-3492d7c3390e,9d268da6-e3ad-409e-a5d7-07b441b1a651,686.34,gas,BR,web,purchase,2025-05-31T08:54:28,8,3461.05,23,0.14,0,0,0.98,10190.32,0
7b7e9946-f7a8-430e-b0b3-e59913a7dbbd,93df663c-3f32-490b-b0b9-3299185e0794,2295.6,utilities,FR,web,purchase,2025-05-09T15:47:49,15,3972.83,22,0.17,0,0,0.3,14828.56,1
9c775fc4-d0ce-4443-9c9b-7a21c9603608,43a6ed9c-4358-43dd-a8c3-3f19db5e6eff,4285.58,restaurant,DE,pos,deposit,2026-01-22T06:27:14,6,3650.09,14,0.29,1,0,0.63,41865.75,1
5836e5bd-bfbd-4ab3-951c-2c08cc39028d,e195aaaa-da07-4199-982a-9d08b9df8590,4459.65,healthcare,CA,atm,deposit,2025-06-12T12:28:54,12,4956.37,37,0.05,0,0,0.91,20946.82,0
be2c38e6-01bc-47dc-8327-b1a1e145aa42,7a788d7e-f191-4900-a512-04e3c86715e2,2264.94,retail,CA,pos,transfer,2025-08-21T13:26:35,13,4749.67,6,0.73,0,0,0.6,719.91,0
397d3d9e-a262-4a78-ab40-c4ba33c79bca,f1d0cc4a-dbb3-445c-bd9b-307d5c26f308,84.57,entertainment,GB,web,deposit,2025-04-11T09:28:09,9,122.07,11,0.75,1,1,0.73,42910.31,0
1bc9dfe7-de4c-4b36-b12f-54883cd1cbeb,7acafad3-dadb-46da-b77e-2ddf48ddd62b,3950.34,utilities,FR,mobile,withdrawal,2026-01-05T22:39:42,22,1924.4,30,0.63,1,1,0.73,168.05,1
f8921773-f82c-4cb5-837b-22bf16efbd7a,80cad74c-f056-47be-8643-f76a6c32fa3c,3765.68,grocery,IN,mobile,deposit,2025-05-10T18:46:31,18,2573.68,6,0.93,0,1,0.66,16851.16,0
b803e924-3336-4783-ba0f-808f325eb718,4ef98810-9792-45ca-83c5-33e0d5c2f05c,2329.44,travel,CA,pos,transfer,2025-05-24T04:21:01,4,2803.79,24,0.71,0,0,0.43,32443.82,1
b78b3fae-5b4d-4f41-89f4-1fe803b72fea,f87a851a-38e1-49ab-becd-f6ed650ef99c,3246.95,electronics,BR,pos,withdrawal,2025-12-11T10:44:17,10,2114.65,15,0.51,0,0,0.39,44906.86,0
d7b9cd11-9e6f-4d42-b05e-40c4ff61a5b2,6ada8c59-5c54-49ce-95bf-c10c25f765c2,2433.7,electronics,CA,web,deposit,2025-12-11T22:36:15,22,1461.32,31,0.54,0,1,0.74,33947.58,0
0b8d20c0-b5f6-4174-97af-0bb896ebc8d8,f880d82b-0db0-4fd0-9e73-11154fa0951d,405.45,entertainment,US,web,transfer,2025-07-05T03:52:00,3,560.12,19,0.17,0,0,0.96,3939.67,0
79b89fc7-3a6e-4fd9-a360-6127b6bee85d,bb0c1c95-79b0-48a9-84b3-9576fc433f1f,1469.38,grocery,FR,web,withdrawal,2026-01-16T03:16:56,3,1457.58,31,0.65,0,0,0.41,22248.62,0
b191e82d-751e-49fb-ba81-81585ab78ba9,01646705-3bf2-42ee-9afa-287c48da9c85,2895.63,travel,NG,pos,transfer,2026-03-16T20:26:46,20,2226.28,32,0.84,1,1,0.63,34873.49,1
2069697c-041c-49c8-b4c5-613318eb80f6,d4d86a33-ed9c-4163-a6f5-c13c0f449bdd,1137.78,travel,GB,pos,transfer,2025-06-27T19:48:07,19,2279.63,19,0.36,1,0,0.79,2461.21,0
7cb9b57e-1bdf-4476-8875-a27b72791449,ba7c6f79-fbe0-4b53-b645-169fead602ff,4197.46,retail,US,web,transfer,2025-11-14T22:05:50,22,632.37,11,0.32,0,1,0.31,2153.46,0
45886d46-5698-41ef-b8c3-2d2e50701691,b05090cc-c6ca-44a5-8b74-0a2a59134951,3329.44,healthcare,BR,atm,transfer,2025-10-17T08:10:30,8,1507.8,10,0.17,1,0,0.44,27039.34,0
3d4c4e89-ca65-44f7-83eb-5c178bbde743,5ffe1d23-52be-426b-840a-73e46eb8ea45,4639.42,entertainment,BR,pos,transfer,2025-11-19T17:25:07,17,3236.22,1,0.51,0,1,0.97,27352.66,0
46f61128-c702-411d-9be7-2e445c227c89,c5b8e069-f99b-41c8-b3de-1c345a4ae6e1,1696.73,restaurant,CA,atm,withdrawal,2025-12-08T15:42:45,15,1540.41,31,0.56,0,1,0.91,7057.22,0
555f670d-63c2-44cf-aca2-72aa2cca300e,37f24d4a-c7ed-4fd3-bf91-d85ee1d17eac,1635.2,utilities,FR,atm,purchase,2025-04-12T15:36:05,15,978.58,38,0.77,0,0,0.57,39086.04,0
8c95bbba-cf49-424e-b18a-5dd2147ac7ae,83d527c3-eb8c-43a4-82aa-310a8e5104fd,976.28,healthcare,IN,pos,deposit,2025-10-24T03:28:56,3,1805.32,39,0.91,1,0,0.64,47175.77,1
3973f568-59fe-4d53-8da9-d7a5782809f3,b7a644de-044b-442d-936c-d7b554a4d557,65.89,healthcare,GB,atm,withdrawal,2025-09-04T23:30:33,23,1078.48,23,0.57,1,1,0.38,22334.24,0
52fbf792-ab6e-47db-bb50-dc45488bf11b,164dec9b-5bde-4cf6-a432-7e62e38afc57,4029.34,utilities,FR,pos,purchase,2025-10-03T15:36:38,15,1038.92,27,0.1,1,1,0.23,29400.29,1
12c32eb8-a9b1-4a1c-98ac-3a6183230d61,cea848cd-8fbd-42bd-a55d-89f3d82cd959,446.8,restaurant,NG,web,deposit,2026-02-04T04:12:07,4,3776.22,18,0.71,1,0,0.47,27835.11,1
1f5a8890-7c72-40a5-a3b7-82e4c25da5fb,a83c76bf-2942-421f-b48a-2be2eddc5be5,2771.57,grocery,NG,web,withdrawal,2025-05-12T13:56:23,13,2317.26,20,0.56,0,0,0.85,15265.33,0
52e2855c-610c-4315-8e3b-56b265d4e1e4,9ac02f15-df95-4230-93c0-354d724af923,4780.35,grocery,BR,mobile,withdrawal,2026-01-17T04:28:20,4,2459.43,8,0.42,1,0,0.69,44645.06,1
64201ff4-9dc1-40f6-a02e-8a7ac2b1aef6,22362e5a-b07f-410f-9345-8af7819e6657,4971.69,electronics,NG,pos,purchase,2025-10-07T23:08:07,23,4341.73,39,0.57,0,1,0.77,29095.18,0
203eafdd-8292-4913-bf8a-7ff0436f0d98,dcd0563d-c6a1-4845-8012-739092c0b50c,818.42,retail,US,atm,withdrawal,2025-12-19T10:07:53,10,816.54,10,0.14,0,1,0.39,43928.03,0
99915244-173a-4246-abb7-e4e73c072417,731f9b8e-32e5-473d-957b-fb63932f99ad,1452.83,utilities,NG,pos,withdrawal,2025-08-27T06:04:43,6,2993.81,33,0.77,0,0,0.27,31438.69,1
8bef9e7c-1e6b-444c-bbed-6460bbab1fad,a75a1e51-e113-497a-804b-c61bc73042d9,1360.94,retail,IN,atm,deposit,2025-05-29T07:23:59,7,684.75,7,0.15,1,1,0.58,17646.31,0
2e17fd60-0630-412e-b0f8-c9e345a8240b,8d9b291e-0c8b-4609-87aa-58fe7fb6062f,4604.93,healthcare,CA,atm,purchase,2025-11-13T03:40:41,3,3975.53,7,0.83,0,0,0.3,25218.81,1
63f4851d-90da-4d7f-b046-7ffa552e9c8b,6b4de08a-f98e-48d8-987a-fdd44a482eef,4095.13,travel,CA,pos,purchase,2025-10-04T10:15:22,10,2209.69,31,0.15,0,1,0.41,34583.43,0
2aac6701-8a70-4056-8caa-92dc9713982b,f7834421-c967-44b9-8a19-6f94c2bb575c,1115.68,electronics,FR,mobile,deposit,2025-05-06T03:54:27,3,2124.03,15,0.98,0,0,0.38,10571.07,1
44338e2c-67b1-47df-89c5-6d1214b75ac7,b827b551-fd1b-4d8b-a45a-27def2f9d94c,217.37,grocery,US,mobile,withdrawal,2026-01-13T21:48:59,21,594.61,3,0.07,0,1,0.81,25722.61,0
2019513f-0908-4400-89ba-0812f11de43a,b7503e8b-3359-4546-ba20-1f210853bda4,3773.98,travel,IN,pos,withdrawal,2025-05-23T04:56:47,4,1757.67,39,0.19,0,0,0.28,45068.63,1
99d30ccf-3905-4e31-8067-0e03cfc90a0e,3f3e9f75-a5ec-4f9e-8055-6360caa6fcbc,806.98,restaurant,US,pos,transfer,2025-09-18T12:50:58,12,69.92,33,0.58,0,0,0.61,5045.37,0
a1f1971a-59d8-4d2e-95ea-1fe352df0d79,46bcd329-2d96-4f74-bf88-6ae662e66d84,4868.03,entertainment,IN,mobile,transfer,2025-04-04T19:08:42,19,3490.66,14,0.48,0,0,0.93,42579.71,0
4914d450-c602-49f3-897a-5941cf6ab38c,2ed867e5-c300-45f9-98a3-9917088cee2f,4906.6,electronics,IN,web,deposit,2026-01-03T00:44:44,0,1571.4,14,0.76,1,1,0.56,20438.14,1
59488bc8-4760-4133-8a2c-33600a19a3b8,98bae00a-1be9-4ead-833a-ddc0322da71b,3525.13,entertainment,NG,web,deposit,2025-08-03T16:09:09,16,3001.95,6,0.29,0,1,0.4,5874.56,0
cf3113df-181c-4865-a753-3a470e81f175,a449de68-0efd-4b8c-b3f3-d0b11bbe9815,4924.89,travel,CA,mobile,deposit,2026-01-06T07:19:54,7,4695.41,13,0.8,1,1,0.87,44748.26,1
13296eae-1e4b-4e34-ad02-c84932043167,b3ab4c50-5b30-4422-8b68-5166bc7b3e83,1984.87,electronics,IN,pos,transfer,2025-06-16T07:16:28,7,508.61,8,0.59,0,0,0.23,20091.15,0
af5953b8-ee7b-4aff-8bdf-5e081d8d874b,a0b5ea17-b4ae-4fab-b922-ab08415c7b0b,1005.32,healthcare,FR,pos,deposit,2025-05-10T02:40:16,2,3824.09,8,0.5,1,1,0.31,21292.74,1
412afe48-e213-419f-aec0-da009d0d1018,9b7496a9-eaaf-444a-bd37-152ed5b1abb0,4937.68,grocery,CA,mobile,purchase,2026-04-02T14:02:30,14,2486.37,10,0.26,1,0,0.79,5491.03,1
0699c17c-08cb-46a1-92cc-1d8064091dc4,004c0af4-bf8c-4df9-9c68-bb8452db5d47,2493.18,electronics,DE,atm,deposit,2025-08-09T22:01:50,22,3109.83,12,0.16,0,0,0.44,33992.3,0
d24f2929-099e-445c-8ce7-fab1312a155c,062acace-16eb-4f55-a150-695e4167c4b1,1471.35,grocery,FR,atm,purchase,2025-12-04T01:53:05,1,2702.64,32,0.81,1,0,0.55,27167.66,1
180089ed-e722-4ec3-b6f4-4f2e4c349b22,8a6acef2-fc3c-4c79-a01e-33ca48fe4948,2253.33,travel,GB,atm,deposit,2026-02-26T08:53:44,8,4301.8,29,0.56,1,1,0.51,1739.7,0
f19f8679-959b-4f63-a5a7-680977c08094,5d0b6b44-2468-42dc-9c6f-778f6f46388f,1565.74,entertainment,FR,web,purchase,2025-06-19T15:58:38,15,2768.92,32,0.5,1,1,0.79,28485.88,0
b8afad6a-6d24-4cff-b2ef-f71f4c92b54c,6b302c93-3ba0-4453-86a1-4777d641b15a,1320.64,travel,US,pos,withdrawal,2025-11-19T02:10:56,2,307.12,40,0.29,1,0,0.71,38346.89,0
2277f5a7-8922-45ce-89e4-a8de8662e32c,dbe70db7-5bc1-4a27-aef8-12fe14b25c71,3827.14,restaurant,CA,web,withdrawal,2025-11-28T09:07:25,9,1756.35,25,0.36,1,0,0.19,17322.64,1
dd390e2b-967f-43cf-a88f-58b87a02b471,188323c5-8d1f-4278-af2f-7dffa151527c,4552.39,utilities,US,atm,withdrawal,2025-08-30T12:44:07,12,186.89,20,0.54,0,1,0.2,8571.98,1
d7c7b202-5d8e-42d4-a881-cbcbaf9b3aa7,47e57272-66e7-463f-a367-b268a4cc9cad,3481.31,restaurant,IN,pos,deposit,2025-07-20T07:34:12,7,4041.63,21,0.58,0,0,0.44,19576.01,0
46eba4c7-ddd6-4960-8e5b-77018d4469c3,33aeb0ab-800a-4854-b04e-56fc0fc03d11,837.3,utilities,NG,web,withdrawal,2025-06-14T19:30:03,19,4870.54,24,0.64,1,0,0.97,10167.76,0
ffec6c2c-3cb1-4f00-ba70-a52dc55e21b3,9a20b191-5fe3-4843-8ac0-adac6237fc30,242.42,gas,FR,mobile,deposit,2025-10-27T18:42:09,18,2890.97,15,0.72,1,1,0.66,47901.26,1
1002cd5f-a7ac-47a2-ba71-83acd9a819e4,3b50cdc6-c428-49b7-9b48-744efd263e8b,1052.65,healthcare,GB,pos,deposit,2025-05-17T02:51:55,2,1566.76,20,0.67,0,1,0.55,15065.46,0
4fcc3da5-64f9-400f-a439-978501cd6899,b96174f5-16f8-4378-b575-062b7d19006d,4405.08,utilities,DE,atm,purchase,2025-10-03T20:34:44,20,4690.51,37,0.83,0,1,0.55,33074.23,1
6098199d-4209-4bf7-a49f-b06053117114,d6788726-9c49-4f97-82c5-515a47c13b38,1824.55,electronics,NG,web,deposit,2026-02-11T20:53:23,20,2176.94,16,0.31,0,1,0.24,34296.8,0
dffd4c1f-0355-4231-aa58-acaf63fe819b,bbcac54f-42a1-4408-bd1b-8389c2267194,4119.43,restaurant,BR,pos,deposit,2025-09-05T22:23:49,22,749.81,17,0.25,0,0,0.72,11882.88,0
46314e1e-16e9-4239-be1f-51d8fe3dae79,20107632-8ed2-4095-8988-1eb87dae8831,2801.33,gas,BR,web,purchase,2025-06-12T04:20:24,4,682.15,28,0.17,1,1,0.68,1946.49,1
b8b55fe1-e1a1-45fc-973f-4ed0b47cb51b,3675c50a-5561-4dff-a309-92135a059d3a,3912.26,electronics,DE,atm,transfer,2025-06-11T06:31:18,6,4775.44,6,0.07,0,1,0.38,14969.16,0
d889934d-4b1a-4170-b61a-9f62603b77c7,4a56ff64-cf1a-4bb5-9602-92f013994b21,564.1,electronics,IN,web,purchase,2025-06-23T07:57:01,7,2626.3,34,0.78,0,1,0.7,29062.95,0
88695a8a-707d-4f36-ae1c-d05fd182f1ea,52a33858-a7df-4347-9dc8-90d7abd31276,1649.78,entertainment,US,atm,withdrawal,2025-09-16T12:26:54,12,1070.54,16,0.12,1,1,0.94,10978.62,0
dd196fc9-79cb-48c3-a02c-c571577cfde0,719c87a8-5b48-4712-b55c-bf73e07348ab,2454.34,retail,NG,atm,withdrawal,2025-10-04T23:22:37,23,4816.58,8,0.69,1,0,0.38,21246.69,0
a1c3d74b-d41a-47ea-a642-fef8e8d4d8f6,4be19143-6c71-4a99-a873-77d9e5528110,110.27,retail,BR,mobile,transfer,2026-03-30T02:43:15,2,2763.64,4,0.25,0,1,0.72,39461.26,0
